date(yyyy/mm/dd), Estimated_unimpaired_flow_into_HetchHetchy(cubic_meters_per_second)
1984/08/07, 10.96
1984/08/08, 10.96
1984/08/09, 10.90
1984/08/10, 10.79
1984/08/11, 11.13
1984/08/12, 10.54
1984/08/13, 10.79
1984/08/14,  9.88
1984/08/15,  8.75
1984/08/16,  8.75
1984/08/17,  8.47
1984/08/18,  9.03
1984/08/19,  8.18
1984/08/20,  9.20
1984/08/21,  8.89
1984/08/22,  7.96
1984/08/23, 11.01
1984/08/24, 10.73
1984/08/25,  7.90
1984/08/26,  5.85
1984/08/27,  4.95
1984/08/28,  5.92
1984/08/29,  5.97
1984/08/30,  5.97
1984/08/31,  5.10
1984/09/01,  5.49
1984/09/02,  5.10
1984/09/03,  4.81
1984/09/04,  5.10
1984/09/05,  4.78
1984/09/06,  4.86
1984/09/07,  4.86
1984/09/08,  4.47
1984/09/09,  4.95
1984/09/10,  5.02
1984/09/11,  4.78
1984/09/12,  4.47
1984/09/13,  5.01
1984/09/14,  4.78
1984/09/15,  4.30
1984/09/16,  4.78
1984/09/17,  4.70
1984/09/18,  5.09
1984/09/19,  5.04
1984/09/20,  7.47
1984/09/21,  5.58
1984/09/22,  4.95
1984/09/23,  4.78
1984/09/24,  4.50
1984/09/25,  5.07
1984/09/26,  3.96
1984/09/27,  4.25
1984/09/28,  2.94
1984/09/29,  3.11
1984/09/30,  3.96
1984/10/01,  1.99
1984/10/02,  2.66
1984/10/03,  3.28
1984/10/04,  3.60
1984/10/05,  3.28
1984/10/06,  3.77
1984/10/07,  3.28
1984/10/08,  3.60
1984/10/09,  2.97
1984/10/10,  4.39
1984/10/11,  4.70
1984/10/12,  4.87
1984/10/13,  4.56
1984/10/14,  3.71
1984/10/15,  4.36
1984/10/16,  5.04
1984/10/17,  7.22
1984/10/18,  8.47
1984/10/19,  8.75
1984/10/20,  9.40
1984/10/21,  9.12
1984/10/22,  7.22
1984/10/23,  6.12
1984/10/24,  6.12
1984/10/25,  6.74
1984/10/26,  7.22
1984/10/27,  7.36
1984/10/28,  7.67
1984/10/29,  6.91
1984/10/30,  6.43
1984/10/31,  6.60
1984/11/01,  7.05
1984/11/02,  7.53
1984/11/03,  7.53
1984/11/04,  8.64
1984/11/05,  8.49
1984/11/06,  8.64
1984/11/07, 10.67
1984/11/08, 11.92
1984/11/09, 12.23
1984/11/10, 12.85
1984/11/11, 14.27
1984/11/12, 16.62
1984/11/13, 18.18
1984/11/14, 19.45
1984/11/15, 16.76
1984/11/16, 14.41
1984/11/17, 12.86
1984/11/18, 12.91
1984/11/19, 12.86
1984/11/20, 12.86
1984/11/21, 12.87
1984/11/22, 12.34
1984/11/23, 12.46
1984/11/24, 13.65
1984/11/25, 13.79
1984/11/26, 12.55
1984/11/27, 13.65
1984/11/28, 24.15
1984/11/29, 18.18
1984/11/30, 14.16
1984/12/01, 12.71
1984/12/02, 12.06
1984/12/03, 11.75
1984/12/04, 10.50
1984/12/05,  9.88
1984/12/06,  9.71
1984/12/07,  9.40
1984/12/08,  9.06
1984/12/09,  9.20
1984/12/10,  9.28
1984/12/11,  9.20
1984/12/12,  9.06
1984/12/13,  9.31
1984/12/14,  8.64
1984/12/15,  9.09
1984/12/16,  9.40
1984/12/17,  9.26
1984/12/18,  9.71
1984/12/19,  9.88
1984/12/20,  9.40
1984/12/21,  9.09
1984/12/22,  8.07
1984/12/23,  7.50
1984/12/24,  7.70
1984/12/25,  7.79
1984/12/26,  7.62
1984/12/27,  7.70
1984/12/28,  7.79
1984/12/29,  7.70
1984/12/30,  7.50
1984/12/31,  7.30
1985/01/01,  7.30
1985/01/02,  7.22
1985/01/03,  7.30
1985/01/04,  6.80
1985/01/05,  6.80
1985/01/06,  7.02
1985/01/07,  6.85
1985/01/08,  7.36
1985/01/09,  7.53
1985/01/10,  7.36
1985/01/11,  7.22
1985/01/12,  6.74
1985/01/13,  6.29
1985/01/14,  6.91
1985/01/15,  6.60
1985/01/16,  6.91
1985/01/17,  7.53
1985/01/18,  7.36
1985/01/19,  8.95
1985/01/20, 10.50
1985/01/21,  9.40
1985/01/22,  9.40
1985/01/23,  8.95
1985/01/24,  8.30
1985/01/25,  6.85
1985/01/26,  6.37
1985/01/27,  6.60
1985/01/28,  7.05
1985/01/29,  7.22
1985/01/30,  6.60
1985/01/31,  6.60
1985/02/01,  6.12
1985/02/02,  5.80
1985/02/03,  5.32
1985/02/04,  4.54
1985/02/05,  4.85
1985/02/06,  4.83
1985/02/07,  4.85
1985/02/08,  7.22
1985/02/09,  7.36
1985/02/10,  6.60
1985/02/11,  6.60
1985/02/12,  7.36
1985/02/13,  7.84
1985/02/14,  9.40
1985/02/15,  9.57
1985/02/16,  9.40
1985/02/17, 12.85
1985/02/18, 12.23
1985/02/19, 11.44
1985/02/20, 11.13
1985/02/21, 10.99
1985/02/22, 10.82
1985/02/23, 10.82
1985/02/24, 10.82
1985/02/25, 10.82
1985/02/26, 11.61
1985/02/27, 12.06
1985/02/28, 11.95
1985/03/01, 12.15
1985/03/02, 13.65
1985/03/03, 12.63
1985/03/04, 12.15
1985/03/05, 11.33
1985/03/06, 10.45
1985/03/07, 10.73
1985/03/08, 10.70
1985/03/09, 10.70
1985/03/10, 11.44
1985/03/11, 11.92
1985/03/12, 12.23
1985/03/13, 12.54
1985/03/14, 12.94
1985/03/15, 12.94
1985/03/16, 12.97
1985/03/17, 12.92
1985/03/18, 12.89
1985/03/19, 12.89
1985/03/20, 12.89
1985/03/21, 14.43
1985/03/22, 14.43
1985/03/23, 14.46
1985/03/24, 17.10
1985/03/25, 17.55
1985/03/26, 15.83
1985/03/27, 15.83
1985/03/28, 15.83
1985/03/29, 14.46
1985/03/30, 15.20
1985/03/31, 17.93
1985/04/01, 21.29
1985/04/02, 30.29
1985/04/03, 36.78
1985/04/04, 42.09
1985/04/05, 43.83
1985/04/06, 49.62
1985/04/07, 55.73
1985/04/08, 65.24
1985/04/09, 74.98
1985/04/10, 77.65
1985/04/11, 77.74
1985/04/12, 77.15
1985/04/13, 88.21
1985/04/14, 100.66
1985/04/15, 114.72
1985/04/16, 111.09
1985/04/17, 86.10
1985/04/18, 72.16
1985/04/19, 52.10
1985/04/20, 46.04
1985/04/21, 40.05
1985/04/22, 36.05
1985/04/23, 34.05
1985/04/24, 38.05
1985/04/25, 44.02
1985/04/26, 40.02
1985/04/27, 32.05
1985/04/28, 38.97
1985/04/29, 52.07
1985/04/30, 65.60
1985/05/01, 81.55
1985/05/02, 109.30
1985/05/03, 120.05
1985/05/04, 114.10
1985/05/05, 98.25
1985/05/06, 107.59
1985/05/07, 108.44
1985/05/08, 90.06
1985/05/09, 81.55
1985/05/10, 68.30
1985/05/11, 52.26
1985/05/12, 42.70
1985/05/13, 55.83
1985/05/14, 78.24
1985/05/15, 92.30
1985/05/16, 100.03
1985/05/17, 100.51
1985/05/18, 105.61
1985/05/19, 118.06
1985/05/20, 122.88
1985/05/21, 105.89
1985/05/22, 99.94
1985/05/23, 100.79
1985/05/24, 112.97
1985/05/25, 118.63
1985/05/26, 106.46
1985/05/27, 98.25
1985/05/28, 88.34
1985/05/29, 71.63
1985/05/30, 56.05
1985/05/31, 53.50
1985/06/01, 48.75
1985/06/02, 47.51
1985/06/03, 44.54
1985/06/04, 42.88
1985/06/05, 47.34
1985/06/06, 64.30
1985/06/07, 91.25
1985/06/08, 93.74
1985/06/09, 88.25
1985/06/10, 77.86
1985/06/11, 67.38
1985/06/12, 67.95
1985/06/13, 65.12
1985/06/14, 62.85
1985/06/15, 54.08
1985/06/16, 50.79
1985/06/17, 48.41
1985/06/18, 43.14
1985/06/19, 41.03
1985/06/20, 38.17
1985/06/21, 36.38
1985/06/22, 32.28
1985/06/23, 28.31
1985/06/24, 24.10
1985/06/25, 21.59
1985/06/26, 18.82
1985/06/27, 15.82
1985/06/28, 16.22
1985/06/29, 13.45
1985/06/30, 12.23
1985/07/01, 11.58
1985/07/02, 11.49
1985/07/03, 12.02
1985/07/04, 11.99
1985/07/05, 11.21
1985/07/06, 10.93
1985/07/07, 10.82
1985/07/08, 10.73
1985/07/09,  9.88
1985/07/10,  9.68
1985/07/11,  9.31
1985/07/12,  9.29
1985/07/13,  8.95
1985/07/14,  8.30
1985/07/15,  7.84
1985/07/16,  7.53
1985/07/17,  6.91
1985/07/18,  7.05
1985/07/19,  7.22
1985/07/20,  8.07
1985/07/21,  7.13
1985/07/22,  8.15
1985/07/23,  6.75
1985/07/24,  6.78
1985/07/25,  6.81
1985/07/26,  7.12
1985/07/27, 11.33
1985/07/28,  8.95
1985/07/29,  9.09
1985/07/30,  6.43
1985/07/31,  5.49
1985/08/01,  4.87
1985/08/02,  4.70
1985/08/03,  4.25
1985/08/04,  4.25
1985/08/05,  3.60
1985/08/06,  3.45
1985/08/07,  3.45
1985/08/08,  3.14
1985/08/09,  2.83
1985/08/10,  3.28
1985/08/11,  2.52
1985/08/12,  2.97
1985/08/13,  2.83
1985/08/14,  2.66
1985/08/15,  2.97
1985/08/16,  2.66
1985/08/17,  2.66
1985/08/18,  2.52
1985/08/19,  2.66
1985/08/20,  2.52
1985/08/21,  1.81
1985/08/22,  2.52
1985/08/23,  2.97
1985/08/24,  3.28
1985/08/25,  3.14
1985/08/26,  3.14
1985/08/27,  3.60
1985/08/28,  3.14
1985/08/29,  3.14
1985/08/30,  2.01
1985/08/31,  1.93
1985/09/01,  1.95
1985/09/02,  2.21
1985/09/03,  2.10
1985/09/04,  3.14
1985/09/05,  3.77
1985/09/06,  3.91
1985/09/07,  4.25
1985/09/08,  4.08
1985/09/09,  5.18
1985/09/10,  5.01
1985/09/11,  5.49
1985/09/12,  5.32
1985/09/13,  5.80
1985/09/14,  5.80
1985/09/15,  6.12
1985/09/16,  6.43
1985/09/17,  5.95
1985/09/18,  5.49
1985/09/19,  4.47
1985/09/20,  4.60
1985/09/21,  3.91
1985/09/22,  3.82
1985/09/23,  3.82
1985/09/24,  3.40
1985/09/25,  3.06
1985/09/26,  2.86
1985/09/27,  3.14
1985/09/28,  3.45
1985/09/29,  3.60
1985/09/30,  3.91
1985/10/01,  2.27
1985/10/02,  2.21
1985/10/03,  2.34
1985/10/04,  2.43
1985/10/05,  2.47
1985/10/06,  3.71
1985/10/07,  4.33
1985/10/08, 11.89
1985/10/09, 11.33
1985/10/10,  9.34
1985/10/11,  9.34
1985/10/12, 10.19
1985/10/13, 10.48
1985/10/14,  8.21
1985/10/15,  8.21
1985/10/16,  8.21
1985/10/17,  7.36
1985/10/18,  7.36
1985/10/19,  7.93
1985/10/20,  7.08
1985/10/21,  5.44
1985/10/22,  7.93
1985/10/23,  9.63
1985/10/24,  9.67
1985/10/25, 14.09
1985/10/26, 14.20
1985/10/27, 11.04
1985/10/28,  9.63
1985/10/29,  7.41
1985/10/30,  5.89
1985/10/31,  4.53
1985/11/01,  4.47
1985/11/02,  4.44
1985/11/03,  4.28
1985/11/04,  3.82
1985/11/05,  3.82
1985/11/06,  3.54
1985/11/07,  3.40
1985/11/08,  2.77
1985/11/09,  2.27
1985/11/10,  2.49
1985/11/11,  3.11
1985/11/12,  3.40
1985/11/13,  3.82
1985/11/14,  3.99
1985/11/15,  4.98
1985/11/16,  5.24
1985/11/17,  4.84
1985/11/18,  6.23
1985/11/19,  5.38
1985/11/20,  6.51
1985/11/21,  5.66
1985/11/22,  4.19
1985/11/23,  4.89
1985/11/24,  5.89
1985/11/25, 10.48
1985/11/26, 11.33
1985/11/27, 14.44
1985/11/28, 14.44
1985/11/29, 13.59
1985/11/30, 14.44
1985/12/01, 14.44
1985/12/02, 19.82
1985/12/03, 43.04
1985/12/04, 28.03
1985/12/05, 19.25
1985/12/06, 14.44
1985/12/07, 15.01
1985/12/08, 13.59
1985/12/09, 13.59
1985/12/10, 11.89
1985/12/11, 10.48
1985/12/12,  8.52
1985/12/13,  8.58
1985/12/14,  7.93
1985/12/15,  7.76
1985/12/16,  8.27
1985/12/17,  8.18
1985/12/18,  8.84
1985/12/19,  8.78
1985/12/20,  8.78
1985/12/21,  9.34
1985/12/22, 10.30
1985/12/23, 10.67
1985/12/24, 10.72
1985/12/25, 10.78
1985/12/26, 10.84
1985/12/27, 10.89
1985/12/28, 10.86
1985/12/29, 10.81
1985/12/30, 21.52
1985/12/31, 28.03
1986/01/01, 16.99
1986/01/02, 14.44
1986/01/03, 16.14
1986/01/04, 19.25
1986/01/05, 30.29
1986/01/06, 47.28
1986/01/07, 27.18
1986/01/08, 23.78
1986/01/09, 17.55
1986/01/10, 15.01
1986/01/11, 15.01
1986/01/12, 13.59
1986/01/13, 14.44
1986/01/14, 13.59
1986/01/15, 12.74
1986/01/16, 13.31
1986/01/17, 15.86
1986/01/18, 24.63
1986/01/19, 20.10
1986/01/20, 18.12
1986/01/21, 16.99
1986/01/22, 15.86
1986/01/23, 14.16
1986/01/24, 13.31
1986/01/25, 11.89
1986/01/26, 12.17
1986/01/27, 13.31
1986/01/28, 14.16
1986/01/29, 15.01
1986/01/30, 13.59
1986/01/31, 19.82
1986/02/01, 18.97
1986/02/02, 18.12
1986/02/03, 15.86
1986/02/04, 15.29
1986/02/05, 15.01
1986/02/06, 15.29
1986/02/07, 11.33
1986/02/08, 13.31
1986/02/09, 10.48
1986/02/10,  9.63
1986/02/11, 10.48
1986/02/12, 13.59
1986/02/13, 30.86
1986/02/14, 43.60
1986/02/15, 86.92
1986/02/16, 70.78
1986/02/17, 80.14
1986/02/18, 148.63
1986/02/19, 206.67
1986/02/20, 123.66
1986/02/21, 53.06
1986/02/22, 42.00
1986/02/23, 39.07
1986/02/24, 41.05
1986/02/25, 42.75
1986/02/26, 43.04
1986/02/27, 44.45
1986/02/28, 46.43
1986/03/01, 49.26
1986/03/02, 45.82
1986/03/03, 43.04
1986/03/04, 43.61
1986/03/05, 44.73
1986/03/06, 46.15
1986/03/07, 46.39
1986/03/08, 119.38
1986/03/09, 155.63
1986/03/10, 68.13
1986/03/11, 59.52
1986/03/12, 42.48
1986/03/13, 40.04
1986/03/14, 32.56
1986/03/15, 28.54
1986/03/16, 26.84
1986/03/17, 27.18
1986/03/18, 24.92
1986/03/19, 25.48
1986/03/20, 27.27
1986/03/21, 30.86
1986/03/22, 33.98
1986/03/23, 35.32
1986/03/24, 37.43
1986/03/25, 37.45
1986/03/26, 36.52
1986/03/27, 42.62
1986/03/28, 50.14
1986/03/29, 57.64
1986/03/30, 70.27
1986/03/31, 77.72
1986/04/01, 85.50
1986/04/02, 73.48
1986/04/03, 58.46
1986/04/04, 50.11
1986/04/05, 45.30
1986/04/06, 44.45
1986/04/07, 43.35
1986/04/08, 42.75
1986/04/09, 42.19
1986/04/10, 47.68
1986/04/11, 54.66
1986/04/12, 66.28
1986/04/13, 55.51
1986/04/14, 45.87
1986/04/15, 38.51
1986/04/16, 35.11
1986/04/17, 31.99
1986/04/18, 34.83
1986/04/19, 32.77
1986/04/20, 34.62
1986/04/21, 62.12
1986/04/22, 91.76
1986/04/23, 121.74
1986/04/24, 98.17
1986/04/25, 85.22
1986/04/26, 78.14
1986/04/27, 73.61
1986/04/28, 92.02
1986/04/29, 101.93
1986/04/30, 101.36
1986/05/01, 106.74
1986/05/02, 101.36
1986/05/03, 113.82
1986/05/04, 96.26
1986/05/05, 82.48
1986/05/06, 72.56
1986/05/07, 62.08
1986/05/08, 47.28
1986/05/09, 49.26
1986/05/10, 56.63
1986/05/11, 67.38
1986/05/12, 75.31
1986/05/13, 93.15
1986/05/14, 115.80
1986/05/15, 121.18
1986/05/16, 129.11
1986/05/17, 138.17
1986/05/18, 153.45
1986/05/19, 176.67
1986/05/20, 212.91
1986/05/21, 176.68
1986/05/22, 155.44
1986/05/23, 125.43
1986/05/24, 122.03
1986/05/25, 152.32
1986/05/26, 202.81
1986/05/27, 227.46
1986/05/28, 231.01
1986/05/29, 270.95
1986/05/30, 283.13
1986/05/31, 295.02
1986/06/01, 292.75
1986/06/02, 310.02
1986/06/03, 328.78
1986/06/04, 271.13
1986/06/05, 234.38
1986/06/06, 204.58
1986/06/07, 184.86
1986/06/08, 161.26
1986/06/09, 151.47
1986/06/10, 145.81
1986/06/11, 141.85
1986/06/12, 141.85
1986/06/13, 150.62
1986/06/14, 174.69
1986/06/15, 182.62
1986/06/16, 166.48
1986/06/17, 161.38
1986/06/18, 154.87
1986/06/19, 142.70
1986/06/20, 127.69
1986/06/21, 100.51
1986/06/22, 121.18
1986/06/23, 132.79
1986/06/24, 127.69
1986/06/25, 126.56
1986/06/26, 130.24
1986/06/27, 126.84
1986/06/28, 110.66
1986/06/29, 98.82
1986/06/30, 78.14
1986/07/01, 87.77
1986/07/02, 98.37
1986/07/03, 106.74
1986/07/04, 97.80
1986/07/05, 82.26
1986/07/06, 67.10
1986/07/07, 52.66
1986/07/08, 49.26
1986/07/09, 47.85
1986/07/10, 47.28
1986/07/11, 46.83
1986/07/12, 54.61
1986/07/13, 61.88
1986/07/14, 51.90
1986/07/15, 43.13
1986/07/16, 38.22
1986/07/17, 31.75
1986/07/18, 27.18
1986/07/19, 23.22
1986/07/20, 24.13
1986/07/21, 23.79
1986/07/22, 24.84
1986/07/23, 26.83
1986/07/24, 30.66
1986/07/25, 36.12
1986/07/26, 27.88
1986/07/27, 24.63
1986/07/28, 20.95
1986/07/29, 19.25
1986/07/30, 19.25
1986/07/31, 17.55
1986/08/01, 15.66
1986/08/02, 14.75
1986/08/03, 14.33
1986/08/04, 13.55
1986/08/05, 13.84
1986/08/06, 13.59
1986/08/07, 13.28
1986/08/08, 13.39
1986/08/09, 13.00
1986/08/10, 12.46
1986/08/11, 12.74
1986/08/12, 12.17
1986/08/13, 10.82
1986/08/14, 10.36
1986/08/15,  9.07
1986/08/16,  9.34
1986/08/17,  8.27
1986/08/18,  7.50
1986/08/19,  6.27
1986/08/20,  6.23
1986/08/21,  6.39
1986/08/22,  6.17
1986/08/23,  5.89
1986/08/24,  6.05
1986/08/25,  5.63
1986/08/26,  5.52
1986/08/27,  5.44
1986/08/28,  5.24
1986/08/29,  4.53
1986/08/30,  4.47
1986/08/31,  4.53
1986/09/01,  3.99
1986/09/02,  3.82
1986/09/03,  4.00
1986/09/04,  3.79
1986/09/05,  3.99
1986/09/06,  3.54
1986/09/07,  3.71
1986/09/08,  3.40
1986/09/09,  3.62
1986/09/10,  3.56
1986/09/11,  3.62
1986/09/12,  3.26
1986/09/13,  3.14
1986/09/14,  3.19
1986/09/15,  3.10
1986/09/16,  2.97
1986/09/17,  3.37
1986/09/18,  2.97
1986/09/19,  2.87
1986/09/20,  2.77
1986/09/21,  2.49
1986/09/22,  2.58
1986/09/23,  2.58
1986/09/24,  4.81
1986/09/25,  7.36
1986/09/26,  7.36
1986/09/27,  7.93
1986/09/28,  5.66
1986/09/29,  7.93
1986/09/30,  8.78
1986/10/01,  7.53
1986/10/02,  7.84
1986/10/03,  8.30
1986/10/04,  7.05
1986/10/05,  5.95
1986/10/06,  6.12
1986/10/07,  6.74
1986/10/08,  6.43
1986/10/09,  6.91
1986/10/10,  6.43
1986/10/11,  6.43
1986/10/12,  6.26
1986/10/13,  6.12
1986/10/14,  5.32
1986/10/15,  5.18
1986/10/16,  5.32
1986/10/17,  4.70
1986/10/18,  4.70
1986/10/19,  4.53
1986/10/20,  4.47
1986/10/21,  4.47
1986/10/22,  4.53
1986/10/23,  4.19
1986/10/24,  4.39
1986/10/25,  4.28
1986/10/26,  4.53
1986/10/27,  5.01
1986/10/28,  5.32
1986/10/29,  5.49
1986/10/30,  5.01
1986/10/31,  5.18
1986/11/01,  4.39
1986/11/02,  3.34
1986/11/03,  3.40
1986/11/04,  3.34
1986/11/05,  3.34
1986/11/06,  3.06
1986/11/07,  3.14
1986/11/08,  3.06
1986/11/09,  3.26
1986/11/10,  3.06
1986/11/11,  2.66
1986/11/12,  2.52
1986/11/13,  2.21
1986/11/14,  2.35
1986/11/15,  2.31
1986/11/16,  2.01
1986/11/17,  1.98
1986/11/18,  1.93
1986/11/19,  1.93
1986/11/20,  1.81
1986/11/21,  1.73
1986/11/22,  1.81
1986/11/23,  1.87
1986/11/24,  1.93
1986/11/25,  2.21
1986/11/26,  2.35
1986/11/27,  2.52
1986/11/28,  2.97
1986/11/29,  2.83
1986/11/30,  2.83
1986/12/01,  2.52
1986/12/02,  2.35
1986/12/03,  1.93
1986/12/04,  2.52
1986/12/05,  2.10
1986/12/06,  2.10
1986/12/07,  2.11
1986/12/08,  1.91
1986/12/09,  2.35
1986/12/10,  2.10
1986/12/11,  2.52
1986/12/12,  2.10
1986/12/13,  1.73
1986/12/14,  1.53
1986/12/15,  1.64
1986/12/16,  1.22
1986/12/17,  1.36
1986/12/18,  1.36
1986/12/19,  1.36
1986/12/20,  1.87
1986/12/21,  1.56
1986/12/22,  1.73
1986/12/23,  2.21
1986/12/24,  2.04
1986/12/25,  1.73
1986/12/26,  2.04
1986/12/27,  1.87
1986/12/28,  2.21
1986/12/29,  2.04
1986/12/30,  1.73
1986/12/31,  1.42
1987/01/01,  1.42
1987/01/02,  1.56
1987/01/03,  1.87
1987/01/04,  2.52
1987/01/05,  2.83
1987/01/06,  3.60
1987/01/07,  3.45
1987/01/08,  2.97
1987/01/09,  2.52
1987/01/10,  2.83
1987/01/11,  2.66
1987/01/12,  1.41
1987/01/13,  1.29
1987/01/14,  1.13
1987/01/15,  1.36
1987/01/16,  1.73
1987/01/17,  1.87
1987/01/18,  2.04
1987/01/19,  1.13
1987/01/20,  1.73
1987/01/21,  1.44
1987/01/22,  1.87
1987/01/23,  2.21
1987/01/24,  2.35
1987/01/25,  2.52
1987/01/26,  2.97
1987/01/27,  2.83
1987/01/28,  2.66
1987/01/29,  2.83
1987/01/30,  3.45
1987/01/31,  3.28
1987/02/01,  3.28
1987/02/02,  3.45
1987/02/03,  2.66
1987/02/04,  2.97
1987/02/05,  2.21
1987/02/06,  2.52
1987/02/07,  1.89
1987/02/08,  2.52
1987/02/09,  2.15
1987/02/10,  2.43
1987/02/11,  4.37
1987/02/12,  6.34
1987/02/13, 13.65
1987/02/14, 21.32
1987/02/15, 10.33
1987/02/16,  8.64
1987/02/17,  6.57
1987/02/18,  6.00
1987/02/19,  5.89
1987/02/20,  5.04
1987/02/21,  4.76
1987/02/22,  4.28
1987/02/23,  4.25
1987/02/24,  4.56
1987/02/25,  4.70
1987/02/26,  4.70
1987/02/27,  4.87
1987/02/28,  4.39
1987/03/01,  4.56
1987/03/02,  4.56
1987/03/03,  4.60
1987/03/04,  6.45
1987/03/05,  7.90
1987/03/06, 20.07
1987/03/07, 15.20
1987/03/08, 12.85
1987/03/09, 10.99
1987/03/10,  9.64
1987/03/11,  9.12
1987/03/12,  8.07
1987/03/13,  8.54
1987/03/14, 12.54
1987/03/15, 11.92
1987/03/16, 10.99
1987/03/17, 10.19
1987/03/18, 10.33
1987/03/19, 12.23
1987/03/20,  9.97
1987/03/21,  9.12
1987/03/22,  8.75
1987/03/23,  8.37
1987/03/24,  7.87
1987/03/25,  8.28
1987/03/26,  8.35
1987/03/27,  7.98
1987/03/28,  8.64
1987/03/29,  9.09
1987/03/30, 10.19
1987/03/31, 11.33
1987/04/01, 13.02
1987/04/02, 17.46
1987/04/03, 23.08
1987/04/04, 19.36
1987/04/05, 18.25
1987/04/06, 21.32
1987/04/07, 23.19
1987/04/08, 24.87
1987/04/09, 29.61
1987/04/10, 31.79
1987/04/11, 34.43
1987/04/12, 38.42
1987/04/13, 41.12
1987/04/14, 43.29
1987/04/15, 46.09
1987/04/16, 50.00
1987/04/17, 57.20
1987/04/18, 61.18
1987/04/19, 45.71
1987/04/20, 37.68
1987/04/21, 32.54
1987/04/22, 44.92
1987/04/23, 53.10
1987/04/24, 57.13
1987/04/25, 58.18
1987/04/26, 68.16
1987/04/27, 74.06
1987/04/28, 76.76
1987/04/29, 85.22
1987/04/30, 84.65
1987/05/01, 78.31
1987/05/02, 52.24
1987/05/03, 41.58
1987/05/04, 48.01
1987/05/05, 67.20
1987/05/06, 83.07
1987/05/07, 76.16
1987/05/08, 73.05
1987/05/09, 78.43
1987/05/10, 87.20
1987/05/11, 101.93
1987/05/12, 95.70
1987/05/13, 107.59
1987/05/14, 88.62
1987/05/15, 86.35
1987/05/16, 82.96
1987/05/17, 105.97
1987/05/18, 81.61
1987/05/19, 61.91
1987/05/20, 57.19
1987/05/21, 50.96
1987/05/22, 44.17
1987/05/23, 38.87
1987/05/24, 34.97
1987/05/25, 32.93
1987/05/26, 29.30
1987/05/27, 26.02
1987/05/28, 25.20
1987/05/29, 30.01
1987/05/30, 30.29
1987/05/31, 37.09
1987/06/01, 40.91
1987/06/02, 45.02
1987/06/03, 46.43
1987/06/04, 39.50
1987/06/05, 38.61
1987/06/06, 34.65
1987/06/07, 34.81
1987/06/08, 42.06
1987/06/09, 42.14
1987/06/10, 33.47
1987/06/11, 28.42
1987/06/12, 25.75
1987/06/13, 24.83
1987/06/14, 32.69
1987/06/15, 25.69
1987/06/16, 20.28
1987/06/17, 16.76
1987/06/18, 16.14
1987/06/19, 15.20
1987/06/20, 13.96
1987/06/21, 13.48
1987/06/22, 12.54
1987/06/23, 12.37
1987/06/24, 11.75
1987/06/25, 10.02
1987/06/26,  9.40
1987/06/27,  9.83
1987/06/28,  9.77
1987/06/29,  8.92
1987/06/30,  8.18
1987/07/01,  8.30
1987/07/02,  6.80
1987/07/03,  6.43
1987/07/04,  5.61
1987/07/05,  5.32
1987/07/06,  5.24
1987/07/07,  5.66
1987/07/08,  5.32
1987/07/09,  4.51
1987/07/10,  4.19
1987/07/11,  5.01
1987/07/12,  4.87
1987/07/13,  5.32
1987/07/14,  5.01
1987/07/15,  4.56
1987/07/16,  4.56
1987/07/17,  4.70
1987/07/18,  4.25
1987/07/19,  4.08
1987/07/20,  4.08
1987/07/21,  3.60
1987/07/22,  2.66
1987/07/23,  2.83
1987/07/24,  2.52
1987/07/25,  2.35
1987/07/26,  2.35
1987/07/27,  2.35
1987/07/28,  2.52
1987/07/29,  1.65
1987/07/30,  1.73
1987/07/31,  2.21
1987/08/01,  2.04
1987/08/02,  1.87
1987/08/03,  1.25
1987/08/04,  1.44
1987/08/05,  1.56
1987/08/06,  2.04
1987/08/07,  1.73
1987/08/08,  2.04
1987/08/09,  1.25
1987/08/10,  1.56
1987/08/11,  1.36
1987/08/12,  1.36
1987/08/13,  1.44
1987/08/14,  1.56
1987/08/15,  1.44
1987/08/16,  1.44
1987/08/17,  1.08
1987/08/18,  0.88
1987/08/19,  1.08
1987/08/20,  1.42
1987/08/21,  1.42
1987/08/22,  1.87
1987/08/23,  2.21
1987/08/24,  1.56
1987/08/25,  1.08
1987/08/26,  1.08
1987/08/27,  1.73
1987/08/28,  2.04
1987/08/29,  1.73
1987/08/30,  2.35
1987/08/31,  2.52
1987/09/01,  2.83
1987/09/02,  2.97
1987/09/03,  1.73
1987/09/04,  1.87
1987/09/05,  1.87
1987/09/06,  1.73
1987/09/07,  1.87
1987/09/08,  1.73
1987/09/09,  1.87
1987/09/10,  1.73
1987/09/11,  2.04
1987/09/12,  2.04
1987/09/13,  1.87
1987/09/14,  1.56
1987/09/15,  1.56
1987/09/16,  1.13
1987/09/17,  1.42
1987/09/18,  1.73
1987/09/19,  2.21
1987/09/20,  2.04
1987/09/21,  1.56
1987/09/22,  1.73
1987/09/23,  1.87
1987/09/24,  2.21
1987/09/25,  2.21
1987/09/26,  2.35
1987/09/27,  2.35
1987/09/28,  2.35
1987/09/29,  2.83
1987/09/30,  2.97
1987/10/01,  1.44
1987/10/02,  2.83
1987/10/03,  1.44
1987/10/04,  1.53
1987/10/05,  1.44
1987/10/06,  1.84
1987/10/07,  1.98
1987/10/08,  1.44
1987/10/09,  1.44
1987/10/10,  1.98
1987/10/11,  2.55
1987/10/12,  1.98
